symbol,date,side,price,pf_w
SBERP,2016-11-22,BUY,113.81,0.44
GAZP,2016-11-23,SELL,149.49,0.4
LKOH,2016-11-23,BUY,3175,0.04
SBERP,2016-11-23,BUY,114.5,0.116277074651061
GAZP,2016-11-24,BUY,151.11,0.4
ISKJ,2016-11-24,BUY,18.1,0.04
PIKK,2016-11-24,BUY,276.7,0.4
SBERP,2016-11-25,SELL,118,0.556277074651061
SIBN,2016-11-25,SELL,196.6,0.316262166289396
GAZP,2016-11-28,SELL,148.94,0.4
ISKJ,2016-11-28,BUY,18.25,0.04
PIKK,2016-11-28,SELL,278.5,0.4
IRAO,2016-11-29,SELL,3.8105,0.4
LKOH,2016-11-29,SELL,3147,0.04
PIKK,2016-11-29,BUY,278.7,0.4
SBER,2016-11-29,SELL,158.07,0.584859175138705
LKOH,2016-11-30,BUY,3188,0.04
SIBN,2016-11-30,BUY,199.9,0.316262166289396
GAZP,2016-12-01,BUY,152.81,0.4
ISKJ,2016-12-01,SELL,19.2,0.08
PIKK,2016-12-01,SELL,278.1,0.4
GAZP,2016-12-02,SELL,152.35,0.4
PIKK,2016-12-02,BUY,280.9,0.4
GAZP,2016-12-05,BUY,153.78,0.4
ROSN,2016-12-05,BUY,351.5,0.04
SBER,2016-12-05,BUY,162.02,0.584859175138705
SBERP,2016-12-05,BUY,118.06,0.4
GAZP,2016-12-06,SELL,151.5,0.4
PIKK,2016-12-06,SELL,278.4,0.4
SBERP,2016-12-06,SELL,116.5,0.4
PIKK,2016-12-07,BUY,282,0.4
SBERP,2016-12-07,BUY,118.21,0.4
SIBN,2016-12-07,SELL,203.9,0.316262166289396
SBERP,2016-12-08,BUY,123.75,0.156277074651061
SIBN,2016-12-08,BUY,209.95,0.316262166289396
PIKK,2016-12-09,SELL,278.9,0.4
SBERP,2016-12-09,SELL,121.9,0.556277074651061
SIBN,2016-12-09,SELL,206.85,0.316262166289396
GAZP,2016-12-12,BUY,158.63,0.4
SBERP,2016-12-12,BUY,126.3,0.556277074651061
ISKJ,2016-12-13,BUY,19.1,0.08
GAZP,2016-12-14,SELL,157.2,0.4
SBERP,2016-12-14,SELL,128.56,0.556277074651061
ISKJ,2016-12-15,SELL,18.85,0.08
SIBN,2016-12-15,BUY,207.55,0.316262166289396
SIBN,2016-12-15,SELL,207.55,0.04
SBER,2016-12-16,SELL,173.9,0.584859175138705
SIBN,2016-12-16,BUY,208,0.04
SIBN,2016-12-19,SELL,207.85,0.316262166289396
PIKK,2016-12-20,BUY,280,0.4
SIBN,2016-12-20,BUY,209.25,0.316262166289396
ISKJ,2016-12-21,BUY,19,0.04
SBERP,2016-12-21,BUY,129.63,0.556277074651061
SIBN,2016-12-21,SELL,208.9,0.316262166289396
ISKJ,2016-12-22,SELL,18.75,0.04
SBERP,2016-12-22,SELL,127.01,0.556277074651061
ROSN,2016-12-23,SELL,382.85,0.04
LKOH,2016-12-26,SELL,3418,0.04
PIKK,2016-12-27,SELL,284.9,0.4
SIBN,2016-12-27,BUY,208.6,0.316262166289396
SIBN,2016-12-27,SELL,208.6,0.04
SIBN,2016-12-28,BUY,211.7,0.04
GAZP,2016-12-29,BUY,152.62,0.4
PIKK,2016-12-29,BUY,289,0.4
SBERP,2016-12-29,BUY,130.5,0.556277074651061
LKOH,2016-12-30,BUY,3449,0.04
SBER,2016-12-30,BUY,173.25,0.04
SBERP,2016-12-30,SELL,129.75,0.556277074651061
SIBN,2016-12-30,SELL,214,0.316262166289396
ROSN,2017-01-03,BUY,419.5,0.04
SBER,2017-01-03,BUY,180.12,0.544859175138705
SBERP,2017-01-03,BUY,136.59,0.556277074651061
SIBN,2017-01-03,BUY,222.6,0.316262166289396
GAZP,2017-01-04,SELL,157.44,0.4
IRAO,2017-01-04,BUY,4.0995,0.4
PIKK,2017-01-04,SELL,289.7,0.4
SBERP,2017-01-04,SELL,134.8,0.556277074651061
ISKJ,2017-01-05,BUY,18.1,0.04
SIBN,2017-01-05,SELL,229.1,0.316262166289396
ISKJ,2017-01-06,BUY,18.15,0.04
LKOH,2017-01-06,SELL,3365,0.04
SBER,2017-01-06,SELL,170.69,0.584859175138705
GAZP,2017-01-10,BUY,157.97,0.4
ISKJ,2017-01-10,SELL,18.25,0.08
PIKK,2017-01-10,BUY,289.4,0.4
ROSN,2017-01-10,SELL,404.4,0.04
GAZP,2017-01-11,SELL,157.01,0.4
PIKK,2017-01-11,SELL,285.7,0.4
SIBN,2017-01-11,BUY,228.95,0.316262166289396
SIBN,2017-01-11,SELL,228.95,0.04
SIBN,2017-01-12,BUY,230.3,0.04
IRAO,2017-01-13,SELL,4.025,0.4
SIBN,2017-01-13,SELL,227.3,0.316262166289396
PIKK,2017-01-16,BUY,288.4,0.4
PIKK,2017-01-17,SELL,288,0.4
SIBN,2017-01-18,BUY,227.45,0.316262166289396
SIBN,2017-01-19,SELL,225.85,0.356262166289396
SBER,2017-01-20,BUY,167.49,0.04
SBERP,2017-01-20,BUY,126.48,0.4
SBERP,2017-01-23,SELL,124.78,0.4
PIKK,2017-01-24,BUY,284.2,0.4
SBERP,2017-01-24,BUY,127.7,0.4
SBERP,2017-01-25,SELL,127.45,0.4
SBERP,2017-01-26,BUY,129.94,0.4
SIBN,2017-01-26,BUY,228,0.356262166289396
GAZP,2017-01-27,BUY,154.09,0.4
SIBN,2017-01-27,SELL,227.3,0.316262166289396
GAZP,2017-01-30,SELL,150.8,0.4
PIKK,2017-01-30,SELL,286.6,0.4
SBERP,2017-01-30,SELL,130.01,0.4
SIBN,2017-01-31,BUY,230.7,0.316262166289396
SBER,2017-02-01,SELL,173.9,0.04
SIBN,2017-02-01,SELL,230.25,0.316262166289396
SIBN,2017-02-02,BUY,231.7,0.316262166289396
SBERP,2017-02-06,BUY,130.46,0.4
SIBN,2017-02-06,SELL,230.8,0.316262166289396
PIKK,2017-02-07,BUY,285.2,0.4
SBERP,2017-02-08,SELL,128.84,0.4
SIBN,2017-02-10,SELL,229.3,0.04
PIKK,2017-02-14,SELL,290.5,0.4
SIBN,2017-02-16,BUY,230.25,0.356262166289396
ISKJ,2017-02-17,BUY,16.35,0.08
SIBN,2017-02-20,SELL,232.85,0.316262166289396
ISKJ,2017-02-21,SELL,16.35,0.08
SBER,2017-02-21,BUY,167,0.04
SBERP,2017-02-21,BUY,126.9,0.4
SIBN,2017-02-22,BUY,234,0.316262166289396
PIKK,2017-02-24,BUY,291.6,0.4
SBERP,2017-02-24,SELL,125.87,0.4
SIBN,2017-02-24,SELL,233.2,0.316262166289396
PIKK,2017-02-27,SELL,291.6,0.4
SBER,2017-02-27,SELL,160.95,0.04
ISKJ,2017-03-02,BUY,15.1,0.04
SIBN,2017-03-02,SELL,223.15,0.04
ISKJ,2017-03-03,SELL,14.95,0.04
PIKK,2017-03-07,BUY,291.3,0.4
PIKK,2017-03-09,SELL,290,0.4
PIKK,2017-03-13,BUY,298,0.4
SIBN,2017-03-13,BUY,206.5,0.316262166289396
PIKK,2017-03-15,SELL,299.4,0.4
SIBN,2017-03-15,SELL,204.8,0.316262166289396
SBERP,2017-03-16,BUY,121.5,0.4
SBER,2017-03-17,BUY,161.15,0.04
GAZP,2017-03-21,BUY,129.3,0.4
ISKJ,2017-03-21,BUY,14.7,0.08
SBERP,2017-03-21,SELL,125.33,0.4
GAZP,2017-03-23,SELL,130.99,0.4
ISKJ,2017-03-23,SELL,14.55,0.08
SBERP,2017-03-23,BUY,126,0.4
ISKJ,2017-03-24,BUY,15.3,0.08
SBERP,2017-03-24,SELL,124.59,0.4
SIBN,2017-03-24,BUY,200.5,0.316262166289396
ISKJ,2017-03-27,SELL,15.05,0.08
SIBN,2017-03-27,SELL,199.5,0.316262166289396
SBER,2017-03-29,SELL,163.22,0.04
SIBN,2017-03-29,BUY,201.3,0.356262166289396
ISKJ,2017-03-30,BUY,15.4,0.08
PIKK,2017-03-30,BUY,288.8,0.4
ISKJ,2017-03-31,SELL,14.4,0.08
SIBN,2017-03-31,SELL,203.7,0.316262166289396
PIKK,2017-04-03,SELL,287.7,0.4
SIBN,2017-04-03,BUY,207.95,0.316262166289396
SBERP,2017-04-04,BUY,123.42,0.4
SIBN,2017-04-04,SELL,207.35,0.316262166289396
GAZP,2017-04-05,BUY,130.69,0.4
ROSN,2017-04-05,BUY,338.2,0.04
SBER,2017-04-05,BUY,168.1,0.339024933149251
SIBN,2017-04-05,BUY,208.05,0.316262166289396
GAZP,2017-04-06,SELL,130.5,0.4
ISKJ,2017-04-06,BUY,14.75,0.04
ISKJ,2017-04-07,SELL,14.2,0.04
SBERP,2017-04-07,SELL,122.59,0.4
SIBN,2017-04-07,SELL,207.3,0.316262166289396
SBER,2017-04-10,SELL,155.2,0.339024933149251
PIKK,2017-04-11,BUY,284,0.4
POLY,2017-04-11,BUY,767.5,0.4
PIKK,2017-04-12,SELL,284,0.4
ROSN,2017-04-12,SELL,325.1,0.04
SIBN,2017-04-13,SELL,199.9,0.04
SIBN,2017-04-17,BUY,205.7,0.356262166289396
PIKK,2017-04-19,BUY,282.7,0.4
SIBN,2017-04-19,SELL,203.5,0.316262166289396
SBER,2017-04-20,BUY,158.21,0.04
SBERP,2017-04-20,BUY,117.4,0.4
GAZP,2017-04-24,BUY,128,0.4
ISKJ,2017-04-24,BUY,13.5,0.04
ISKJ,2017-04-25,BUY,13.65,0.04
PIKK,2017-04-25,SELL,287,0.4
SIBN,2017-04-25,SELL,200,0.04
ISKJ,2017-04-26,SELL,13.45,0.08
SBERP,2017-04-26,BUY,125.6,0.04
GAZP,2017-04-27,SELL,133.41,0.4
PIKK,2017-04-27,BUY,287.7,0.4
SBERP,2017-04-27,SELL,124.71,0.44
GAZP,2017-04-28,BUY,136.75,0.4
SBERP,2017-04-28,BUY,125.82,0.44
SIBN,2017-04-28,BUY,200.35,0.316262166289396
GAZP,2017-05-02,SELL,136.52,0.4
PIKK,2017-05-02,SELL,287.5,0.4
SIBN,2017-05-02,BUY,202,0.04
SBERP,2017-05-03,SELL,127.25,0.44
SIBN,2017-05-03,SELL,200.85,0.316262166289396
PIKK,2017-05-05,BUY,297.9,0.4
SBER,2017-05-05,SELL,165.8,0.04
ISKJ,2017-05-10,BUY,13.45,0.08
PIKK,2017-05-10,SELL,287.9,0.4
SBER,2017-05-10,BUY,170.8,0.339024933149251
SBERP,2017-05-10,BUY,130,0.44
ISKJ,2017-05-11,SELL,13,0.08
SBERP,2017-05-11,SELL,127.85,0.44
SIBN,2017-05-11,SELL,197,0.04
SBER,2017-05-15,BUY,171.35,0.039999999999999
SBERP,2017-05-15,BUY,131.2,0.44
SBER,2017-05-18,SELL,166.5,0.37902493314925
SBERP,2017-05-18,SELL,128.93,0.44
POLY,2017-05-19,SELL,778,0.4
SIBN,2017-05-19,BUY,193.55,0.316262166289396
SBERP,2017-05-22,BUY,131.98,0.44
SIBN,2017-05-23,BUY,196.2,0.04
PIKK,2017-05-24,BUY,292,0.4
SBERP,2017-05-25,SELL,130.7,0.44
SIBN,2017-05-26,SELL,199.95,0.316262166289396
PIKK,2017-05-29,SELL,306.5,0.4
SIBN,2017-05-30,BUY,202.45,0.316262166289396
ISKJ,2017-05-31,BUY,12.85,0.04
SIBN,2017-05-31,SELL,202,0.316262166289396
ISKJ,2017-06-01,SELL,12.45,0.04
PIKK,2017-06-01,BUY,308.2,0.4
PIKK,2017-06-02,SELL,300.5,0.4
SIBN,2017-06-06,BUY,200.25,0.316262166289396
SIBN,2017-06-06,SELL,200.25,0.04
SIBN,2017-06-07,SELL,198.4,0.316262166289396
GAZP,2017-06-09,BUY,120.5,0.4
GAZP,2017-06-13,SELL,118.15,0.4
PIKK,2017-06-14,BUY,305.1,0.4
PIKK,2017-06-15,SELL,290.1,0.4
ROSN,2017-06-20,BUY,316,0.04
SIBN,2017-06-20,BUY,189.25,0.316262166289396
GAZP,2017-06-21,BUY,117.97,0.4
SBERP,2017-06-21,BUY,116.47,0.4
SIBN,2017-06-21,BUY,192,0.04
ISKJ,2017-06-22,BUY,12.4,0.08
PIKK,2017-06-22,BUY,298.9,0.4
SBERP,2017-06-22,SELL,115,0.4
GAZP,2017-06-23,SELL,119.1,0.4
ISKJ,2017-06-23,SELL,11.95,0.08
SIBN,2017-06-23,SELL,184.9,0.316262166289396
PIKK,2017-06-26,SELL,302.5,0.4
SBER,2017-06-27,BUY,147.1,0.04
GAZP,2017-06-28,BUY,119.7,0.4
ISKJ,2017-06-28,BUY,12.4,0.04
LKOH,2017-06-28,BUY,2874.5,0.04
GAZP,2017-06-29,SELL,119.16,0.4
ISKJ,2017-06-29,SELL,11.95,0.04
SIBN,2017-06-29,SELL,183.45,0.04
SBER,2017-06-30,SELL,145.59,0.04
SBERP,2017-06-30,BUY,120.29,0.4
GAZP,2017-07-03,BUY,119.86,0.4
PIKK,2017-07-03,BUY,303.5,0.4
SBER,2017-07-03,BUY,147.5,0.04
GAZP,2017-07-05,SELL,122.7,0.4
PIKK,2017-07-05,SELL,302.4,0.4
SBERP,2017-07-05,BUY,125.01,0.04
SIBN,2017-07-05,BUY,183.3,0.316262166289396
ROSN,2017-07-06,SELL,324.5,0.04
SBERP,2017-07-06,SELL,123.87,0.44
SIBN,2017-07-06,BUY,186.3,0.04
GAZP,2017-07-07,BUY,123,0.4
ISKJ,2017-07-07,BUY,12.45,0.08
SBERP,2017-07-07,BUY,125.5,0.44
ISKJ,2017-07-10,SELL,12.25,0.08
SBER,2017-07-10,BUY,155,0.299024933149251
SIBN,2017-07-10,SELL,186.7,0.316262166289396
ISKJ,2017-07-11,BUY,12.6,0.08
LKOH,2017-07-11,SELL,2875,0.04
SIBN,2017-07-11,BUY,187.6,0.316262166289396
SBERP,2017-07-12,BUY,133.99,0.116277074651061
SIBN,2017-07-13,SELL,186.3,0.316262166289396
GAZP,2017-07-14,SELL,125,0.4
PIKK,2017-07-14,BUY,298.4,0.4
SBERP,2017-07-14,SELL,134.51,0.556277074651061
ISKJ,2017-07-17,SELL,12.95,0.08
SIBN,2017-07-17,BUY,190.9,0.316262166289396
ISKJ,2017-07-18,BUY,13.95,0.08
PIKK,2017-07-18,SELL,295.4,0.4
SBERP,2017-07-19,BUY,134.72,0.556277074651061
SBERP,2017-07-20,SELL,134.69,0.556277074651061
ISKJ,2017-07-21,SELL,14.95,0.08
SIBN,2017-07-21,SELL,197.15,0.316262166289396
SBER,2017-07-24,SELL,161.33,0.339024933149251
ISKJ,2017-07-26,BUY,15.55,0.04
SBERP,2017-07-26,BUY,135.21,0.556277074651061
SIBN,2017-07-26,BUY,197.45,0.316262166289396
ISKJ,2017-07-27,BUY,16.05,0.04
SBER,2017-07-27,BUY,166,0.339024933149251
ISKJ,2017-07-28,SELL,15.9,0.08
SBERP,2017-07-28,SELL,136.22,0.556277074651061
SIBN,2017-07-28,SELL,197.55,0.316262166289396
PIKK,2017-07-31,BUY,292.8,0.4
SIBN,2017-07-31,BUY,199.6,0.316262166289396
PIKK,2017-08-01,SELL,291.5,0.4
GAZP,2017-08-02,BUY,119.09,0.4
PIKK,2017-08-02,BUY,295.1,0.4
SBERP,2017-08-02,BUY,138.9,0.556277074651061
PIKK,2017-08-03,SELL,294.7,0.4
SBERP,2017-08-03,SELL,138.4,0.556277074651061
SIBN,2017-08-03,SELL,203.15,0.316262166289396
GAZP,2017-08-04,SELL,119.45,0.4
SBER,2017-08-07,BUY,172.79,0.245834241989454
SBERP,2017-08-07,BUY,139.95,0.556277074651061
SIBN,2017-08-07,BUY,206,0.316262166289396
GAZP,2017-08-08,BUY,119.67,0.4
LKOH,2017-08-08,BUY,2974,0.04
GAZP,2017-08-09,SELL,118.68,0.4
ISKJ,2017-08-09,BUY,15.55,0.08
SBERP,2017-08-09,SELL,141.9,0.556277074651061
SIBN,2017-08-09,SELL,206,0.316262166289396
ISKJ,2017-08-11,SELL,15.1,0.08
LKOH,2017-08-11,SELL,2860,0.04
PIKK,2017-08-11,BUY,293.5,0.4
SBER,2017-08-11,SELL,172.05,0.584859175138705
ISKJ,2017-08-15,BUY,16.45,0.08
PIKK,2017-08-15,SELL,293.9,0.4
SIBN,2017-08-15,SELL,204.5,0.04
ISKJ,2017-08-16,SELL,15.5,0.08
SIBN,2017-08-16,BUY,206.3,0.316262166289396
SIBN,2017-08-17,SELL,205.8,0.316262166289396
PIKK,2017-08-18,BUY,295,0.4
SIBN,2017-08-18,BUY,208.9,0.356262166289396
ISKJ,2017-08-22,BUY,15.7,0.04
SBERP,2017-08-22,BUY,141.83,0.4
SIBN,2017-08-22,SELL,209.8,0.316262166289396
ISKJ,2017-08-23,SELL,14.95,0.04
PIKK,2017-08-23,SELL,295.5,0.4
SBER,2017-08-23,BUY,175.3,0.04
GAZP,2017-08-24,BUY,116.56,0.4
SBER,2017-08-24,BUY,179.8,0.544859175138705
SBERP,2017-08-24,BUY,147.24,0.156277074651061
ISKJ,2017-08-28,BUY,15,0.04
SIBN,2017-08-28,BUY,207.1,0.316262166289396
SIBN,2017-08-28,SELL,207.1,0.04
GAZP,2017-08-29,SELL,118.3,0.4
ISKJ,2017-08-29,SELL,14.75,0.04
SBERP,2017-08-29,SELL,149.95,0.556277074651061
SIBN,2017-08-29,SELL,206.5,0.316262166289396
SBERP,2017-08-30,BUY,154,0.556277074651061
SIBN,2017-08-30,BUY,208,0.356262166289396
SIBN,2017-08-31,SELL,207.55,0.316262166289396
ISKJ,2017-09-01,BUY,14.9,0.04
PIKK,2017-09-01,BUY,292.7,0.4
SBERP,2017-09-01,SELL,157.8,0.556277074651061
ISKJ,2017-09-04,SELL,14.85,0.04
PIKK,2017-09-04,SELL,290,0.4
SBERP,2017-09-04,BUY,158.35,0.556277074651061
PIKK,2017-09-05,BUY,298.7,0.4
SBERP,2017-09-06,SELL,158,0.556277074651061
SIBN,2017-09-06,SELL,207.5,0.04
PIKK,2017-09-07,SELL,312.5,0.4
SBERP,2017-09-07,BUY,161.43,0.556277074651061
SIBN,2017-09-07,BUY,210.3,0.356262166289396
GAZP,2017-09-08,BUY,120.34,0.4
PIKK,2017-09-08,BUY,314.2,0.4
ROSN,2017-09-08,BUY,314.95,0.04
LKOH,2017-09-12,BUY,2961.5,0.04
PIKK,2017-09-12,SELL,310.5,0.4
SBERP,2017-09-12,SELL,160.48,0.556277074651061
SIBN,2017-09-12,SELL,223.1,0.316262166289396
SIBN,2017-09-13,BUY,224.15,0.316262166289396
GAZP,2017-09-14,SELL,123.33,0.4
PIKK,2017-09-14,BUY,321,0.4
SBER,2017-09-14,SELL,188.64,0.584859175138705
SIBN,2017-09-14,SELL,221.75,0.316262166289396
PIKK,2017-09-15,SELL,316,0.4
SIBN,2017-09-18,BUY,225.4,0.316262166289396
SIBN,2017-09-19,SELL,224.35,0.316262166289396
LKOH,2017-09-21,SELL,2991.5,0.04
ISKJ,2017-09-22,BUY,12.85,0.04
ROSN,2017-09-22,SELL,316.7,0.04
GAZP,2017-09-25,BUY,123.03,0.4
ISKJ,2017-09-25,SELL,12.55,0.04
LKOH,2017-09-25,BUY,3039.5,0.04
PIKK,2017-09-25,BUY,314.7,0.4
ROSN,2017-09-25,BUY,321.55,0.04
SBER,2017-09-25,BUY,191.2,0.584859175138705
SIBN,2017-09-25,SELL,218.7,0.04
GAZP,2017-09-26,SELL,123.03,0.4
SIBN,2017-09-26,BUY,223.2,0.316262166289396
GAZP,2017-09-27,BUY,123.36,0.4
ISKJ,2017-09-27,BUY,12.95,0.08
PIKK,2017-09-27,SELL,315.1,0.4
SIBN,2017-09-27,BUY,226,0.04
GAZP,2017-09-28,SELL,122.5,0.4
ISKJ,2017-09-28,SELL,12.95,0.08
ISKJ,2017-09-29,BUY,13.2,0.08
SIBN,2017-09-29,SELL,227,0.316262166289396
ISKJ,2017-10-02,SELL,12.65,0.08
PIKK,2017-10-02,BUY,317.7,0.4
SBER,2017-10-02,SELL,193,0.584859175138705
LKOH,2017-10-03,SELL,3054,0.04
ROSN,2017-10-04,SELL,318.3,0.04
SBERP,2017-10-04,BUY,159.15,0.4
GAZP,2017-10-05,BUY,123.5,0.4
SBER,2017-10-05,BUY,193.74,0.584859175138705
SIBN,2017-10-05,BUY,227.7,0.316262166289396
SIBN,2017-10-05,SELL,227.7,0.04
GAZP,2017-10-06,SELL,123.47,0.4
PIKK,2017-10-06,SELL,320.5,0.4
SBERP,2017-10-06,SELL,160.25,0.4
SIBN,2017-10-06,SELL,227,0.316262166289396
GAZP,2017-10-09,BUY,124.81,0.4
SBERP,2017-10-09,BUY,160.38,0.4
GAZP,2017-10-10,SELL,124.44,0.4
SBERP,2017-10-10,SELL,158.19,0.4
GAZP,2017-10-11,BUY,126,0.4
ISKJ,2017-10-11,BUY,12.2,0.04
PIKK,2017-10-11,BUY,324.8,0.4
GAZP,2017-10-12,SELL,125.93,0.4
ISKJ,2017-10-12,SELL,12.1,0.04
GAZP,2017-10-13,BUY,126.86,0.4
PIKK,2017-10-13,SELL,325.3,0.4
SIBN,2017-10-13,BUY,227.05,0.316262166289396
ROSN,2017-10-16,BUY,324.85,0.04
SBERP,2017-10-16,BUY,163.95,0.556277074651061
SIBN,2017-10-16,BUY,235,0.04
GAZP,2017-10-17,SELL,125.15,0.4
SBERP,2017-10-17,SELL,162.32,0.556277074651061
SIBN,2017-10-17,SELL,233.15,0.316262166289396
SBER,2017-10-19,SELL,192.2,0.584859175138705
ISKJ,2017-10-20,BUY,11.7,0.04
PIKK,2017-10-20,BUY,316.9,0.4
ISKJ,2017-10-23,SELL,11.7,0.04
PIKK,2017-10-23,SELL,316,0.4
SIBN,2017-10-23,SELL,231.15,0.04
ROSN,2017-10-24,SELL,316.8,0.04
SIBN,2017-10-24,BUY,236.4,0.356262166289396
SIBN,2017-10-25,SELL,231.75,0.316262166289396
ISKJ,2017-10-27,BUY,12,0.08
SBER,2017-10-27,BUY,196.05,0.04
ISKJ,2017-10-30,SELL,11.9,0.08
SBERP,2017-10-30,BUY,160.41,0.4
SIBN,2017-10-30,BUY,235.95,0.316262166289396
LKOH,2017-10-31,BUY,3096,0.04
SBERP,2017-10-31,SELL,158.52,0.4
GAZP,2017-11-01,BUY,126.5,0.4
SBER,2017-11-01,SELL,194.05,0.04
GAZP,2017-11-02,SELL,125.67,0.4
SIBN,2017-11-02,SELL,246,0.316262166289396
SBERP,2017-11-03,BUY,160.5,0.4
SIBN,2017-11-03,BUY,250.6,0.316262166289396
GAZP,2017-11-07,BUY,132.28,0.4
PIKK,2017-11-07,BUY,314,0.4
ROSN,2017-11-07,BUY,329.95,0.04
SBER,2017-11-07,BUY,205.96,0.584859175138705
SBERP,2017-11-07,BUY,171.4,0.156277074651061
PIKK,2017-11-08,SELL,312.9,0.4
SIBN,2017-11-08,SELL,256.85,0.316262166289396
GAZP,2017-11-09,SELL,131.5,0.4
GAZP,2017-11-10,BUY,132.5,0.4
SBERP,2017-11-10,SELL,190.1,0.556277074651061
PIKK,2017-11-13,BUY,315.2,0.4
GAZP,2017-11-14,SELL,132.93,0.4
LKOH,2017-11-14,SELL,3325,0.04
SIBN,2017-11-14,SELL,257.9,0.04
PIKK,2017-11-15,SELL,307.3,0.4
ROSN,2017-11-16,SELL,303.5,0.04
SIBN,2017-11-17,BUY,258.05,0.316262166289396
SIBN,2017-11-20,SELL,257,0.316262166289396
SBERP,2017-11-21,BUY,192.1,0.556277074651061
SIBN,2017-11-21,BUY,261.5,0.356262166289396
GAZP,2017-11-22,BUY,132.57,0.4
ISKJ,2017-11-22,BUY,11.85,0.08
LKOH,2017-11-22,BUY,3369,0.04
SIBN,2017-11-22,SELL,259.6,0.316262166289396
GAZP,2017-11-23,SELL,131.6,0.4
ISKJ,2017-11-23,SELL,11.65,0.08
PIKK,2017-11-23,BUY,313,0.4
SBERP,2017-11-23,SELL,188.7,0.556277074651061
GAZP,2017-11-24,BUY,133.57,0.4
PIKK,2017-11-24,SELL,304.5,0.4
SBER,2017-11-24,SELL,228,0.584859175138705
SIBN,2017-11-24,BUY,262.45,0.316262166289396
GAZP,2017-11-27,SELL,133.5,0.4
GAZP,2017-11-28,BUY,135.18,0.4
SBERP,2017-11-28,BUY,192.5,0.556277074651061
SIBN,2017-11-28,SELL,260.5,0.316262166289396
GAZP,2017-11-29,SELL,133.55,0.4
LKOH,2017-11-29,SELL,3308.5,0.04
SBERP,2017-11-29,SELL,189.63,0.556277074651061
ISKJ,2017-11-30,BUY,11.55,0.04
ISKJ,2017-12-01,BUY,12.35,0.04
ISKJ,2017-12-04,SELL,11.75,0.08
PIKK,2017-12-04,BUY,311.1,0.4
SIBN,2017-12-04,SELL,253.4,0.04
LKOH,2017-12-05,BUY,3403,0.04
GAZP,2017-12-06,BUY,134,0.4
GAZP,2017-12-07,SELL,133.02,0.4
LKOH,2017-12-08,SELL,3388.5,0.04
PIKK,2017-12-08,SELL,312.8,0.4
GAZP,2017-12-11,BUY,134.65,0.4
LKOH,2017-12-11,BUY,3432.5,0.04
SBER,2017-12-11,BUY,227.69,0.04
SBERP,2017-12-11,BUY,192.05,0.4
SIBN,2017-12-11,BUY,251.45,0.316262166289396
SBERP,2017-12-12,BUY,195.96,0.156277074651061
SIBN,2017-12-12,BUY,253.9,0.04
SBERP,2017-12-13,SELL,188.84,0.556277074651061
SIBN,2017-12-13,SELL,252.5,0.316262166289396
GAZP,2017-12-15,SELL,135.5,0.4
LKOH,2017-12-15,SELL,3420,0.04
SBER,2017-12-19,SELL,224.1,0.04
SIBN,2017-12-19,SELL,248,0.04
ISKJ,2017-12-20,BUY,11.65,0.04
ISKJ,2017-12-21,SELL,11.6,0.04
PIKK,2017-12-22,BUY,307.1,0.4
ISKJ,2017-12-25,BUY,11.8,0.08
PIKK,2017-12-25,SELL,306,0.4
SIBN,2017-12-25,BUY,249,0.316262166289396
ISKJ,2017-12-26,SELL,11.15,0.08
PIKK,2017-12-26,BUY,309.9,0.4
SIBN,2017-12-26,BUY,249.65,0.04
SBER,2017-12-27,BUY,226.98,0.04
SIBN,2017-12-28,SELL,245.5,0.316262166289396
ISKJ,2017-12-29,BUY,11.5,0.04
GAZP,2018-01-03,BUY,132.2,0.4
SBER,2018-01-03,BUY,231.9,0.544859175138705
SBERP,2018-01-03,BUY,197.3,0.556277074651061
ISKJ,2018-01-04,SELL,11.2,0.04
LKOH,2018-01-04,BUY,3501,0.04
ROSN,2018-01-04,BUY,307,0.04
SIBN,2018-01-05,BUY,244.2,0.316262166289396
SIBN,2018-01-05,SELL,244.2,0.04
PIKK,2018-01-09,SELL,323,0.4
SBERP,2018-01-09,SELL,201.3,0.556277074651061
SIBN,2018-01-09,BUY,249.1,0.04
GAZP,2018-01-12,SELL,143.99,0.4
SBER,2018-01-12,SELL,237.75,0.584859175138705
ISKJ,2018-01-15,BUY,11.45,0.04
SIBN,2018-01-15,SELL,258.55,0.316262166289396
GAZP,2018-01-16,BUY,145.29,0.4
ISKJ,2018-01-16,SELL,11.4,0.04
LKOH,2018-01-17,SELL,3851.5,0.04
SBER,2018-01-17,BUY,239.82,0.04
SIBN,2018-01-17,BUY,262.05,0.316262166289396
SBER,2018-01-18,BUY,245.5,0.544859175138705
SBERP,2018-01-18,BUY,204.63,0.556277074651061
GAZP,2018-01-19,SELL,149.13,0.4
ISKJ,2018-01-19,BUY,11.65,0.08
SBERP,2018-01-19,SELL,203.97,0.556277074651061
SIBN,2018-01-19,SELL,266.45,0.316262166289396
ISKJ,2018-01-22,SELL,11,0.08
PIKK,2018-01-23,BUY,313,0.4
SBER,2018-01-23,SELL,244.4,0.584859175138705
PIKK,2018-01-24,SELL,312.1,0.4
SBER,2018-01-24,BUY,247.53,0.584859175138705
SBERP,2018-01-25,BUY,209,0.556277074651061
SIBN,2018-01-25,BUY,277.9,0.316262166289396
SBERP,2018-01-26,SELL,208,0.556277074651061
